WavFileName,grade,canonical_word,decoded_word,label,start_time,end_time,canonical_phone_seq,GT_label,GT_binary
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,listened,listened,c,9.9,10.47,L IH S AH N D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,to,to,c,10.71,10.89,T UW,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,the,the,c,10.89,11.01,DH AH,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,sound,sound,c,11.01,11.64,S AW N D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,of,of,c,11.73,12.03,AH V,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,the,the,c,12.18,12.48,DH AH,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,small,small,c,12.48,12.99,S M AO L,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,coins,coins,c,12.99,13.44,K OY N Z,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,which,which,c,13.71,13.98,W IH CH,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,they,they,c,13.98,14.16,DH EY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,dropped,dropped,c,14.16,14.55,D R AA P T,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,in,in,c,14.73,14.94,IH N,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,his,his,c,14.94,15.15,HH IH Z,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,plate,plate,c,15.15,15.51,P L EY T,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,suddenly,suddenly,c,15.72,16.29,S AH D AH N L IY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,he,he,c,16.29,16.71,HH IY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,heard,heard,c,16.71,16.89,HH AH R D,s,1
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,many,many,c,18.96,19.26,M EH N IY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,men,men,c,19.26,19.47,M EH N,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,coming,coming,c,19.47,19.89,K AH M IH NG,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,they,they,c,19.89,20.07,DH EY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,stopped,stopped,c,20.07,20.58,S T AA P T,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,near,near,c,20.58,21.27,N IH R,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,him,him,c,21.27,21.57,HH IH M,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,he,he,c,21.84,22.14,HH IY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,then,then,c,22.14,22.47,DH EH N,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,overheard,overheard,c,22.56,23.28,OW V AH R HH AH R D,s,1
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,one,one,c,23.31,24.0,W AH N,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,man,man,c,24.06,24.51,M AE N,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,asking,asking,c,24.54,25.14,AE S K IH NG,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,why,why,c,25.14,25.5,W AY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,he,he,c,25.5,25.74,HH IY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,was,was,c,26.01,26.31,W AA Z,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,blind,blind,c,26.31,26.7,B L AY N D,s,1
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,and,and,c,26.7,27.03,AH N D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,if,if,c,27.03,27.33,IH F,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,he,he,c,27.33,27.51,HH IY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,was,was,c,27.51,27.93,W AA Z,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,a,a,c,27.96,28.11,AH,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,sinner,sinner,c,28.11,28.65,S IH N AH R,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,another,another,c,28.98,29.85,AH N AH DH AH R,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,kind,kind,c,29.85,30.18,K AY N D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,man,man,c,30.18,30.51,M AE N,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,responded,responded,c,30.51,31.26,R IH S P AA N D IH D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,that,that,c,31.26,31.68,DH AE T,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,the,the,c,31.92,32.1,DH AH,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,beggar,beggar,c,32.1,32.58,B EH G AH R,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,had,had,c,32.58,32.97,HH AE D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,not,not,c,32.97,33.33,N AA T,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,sinned,sinned,c,34.29,34.77,S IH N D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,and,and,c,35.04,35.43,AH N D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,that,that,c,35.46,36.06,DH AE T,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,god,god,c,36.06,36.48,G AA D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,could,could,c,37.17,37.56,K UH D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,restore,restore,c,38.16,38.97,R IH S T AO R,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,his,his,c,38.97,39.21,HH IH Z,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,sight,sight,c,39.21,39.54,S AY T,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,scientists,scientists,c,0.99,1.74,S AY AH N T IH S T S,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,have,have,c,1.74,2.13,HH AE V,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,watched,watched,c,2.13,2.73,W AA CH T,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,a,a,c,2.73,2.88,AH,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,number,number,c,2.88,3.51,N AH M B AH R,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,of,of,c,3.51,3.78,AH V,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,animals,animals,c,3.84,4.59,AE N AH M AH L Z,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,and,and,c,4.62,4.95,AH N D,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,insects,insects,c,5.25,5.97,IH N S EH K T S,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,to,to,c,6.84,6.99,T UW,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,find,find,c,6.99,7.56,F AY N D,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,out,out,c,7.59,7.98,AW T,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,how,how,c,8.04,8.4,HH AW,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,long,long,c,8.4,8.91,L AO NG,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,they,they,c,8.91,9.42,DH EY,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,live,<eps>,d,,,L AY V,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,they,they,c,9.84,10.02,DH EY,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,found,found,c,10.02,10.53,F AW N D,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,out,out,c,10.56,11.01,AW T,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,that,that,c,11.55,12.03,DH AE T,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,some,some,c,12.09,12.75,S AH M,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,houseflies,houseflies,c,12.96,13.74,HH AW S F L IY Z,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,lived,lived,c,14.19,14.67,L AY V D,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,for,for,c,14.7,15.03,F AO R,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,as,as,c,15.06,15.42,AE Z,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,long,long,c,15.42,15.9,L AO NG,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,as,as,c,15.93,16.35,AE Z,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,seventy,seventy,c,16.35,16.8,S EH V AH N T IY,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,three,three,c,16.8,17.16,TH R IY,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,days,days,c,17.16,17.58,D EY Z,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,the,the,c,17.76,18.03,DH AH,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,animal,animal,c,18.03,18.75,AE N AH M AH L,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,that,that,c,19.86,20.19,DH AE T,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,lives,lives,c,20.25,20.61,L IH V Z,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,the,the,c,21.06,21.3,DH AH,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,longest,longest,c,21.3,22.11,L AO NG G AH S T,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,is,in,s,22.17,22.56,IH Z,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,the,the,c,22.56,22.86,DH AH,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,tortoise,tortoise,c,22.92,23.61,T AO R T AH S,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,some,some,c,23.85,24.39,S AH M,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,kinds,kinds,c,24.39,25.14,K AY N D Z,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,of,of,c,25.35,25.74,AH V,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,tortoises,tortoises,c,26.01,26.43,T AO R T AH S AH Z,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,have,have,c,26.85,27.27,HH AE V,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,lived,lived,c,27.3,27.84,L AY V D,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,for,for,c,28.08,28.5,F AO R,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,a,a,c,28.53,28.86,AH,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,hundred,hundred,c,28.98,29.55,HH AH N D R AH D,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,and,and,c,29.61,30.0,AH N D,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,fifty,fifty,c,30.03,30.42,F IH F T IY,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,two,two,c,30.42,30.75,T UW,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,years,years,c,30.75,31.11,Y IH R Z,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,most,most,c,31.53,31.98,M OW S T,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,animals,animals,c,31.98,32.76,AE N AH M AH L Z,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,die,die,c,32.79,33.21,D AY,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,because,because,c,33.21,33.93,B IH K AO Z,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,they,they,c,33.96,34.2,DH EY,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,fall,fall,c,34.2,34.74,F AO L,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,ill,ill,c,34.77,35.25,IH L,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,some,some,c,35.64,36.12,S AH M,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,are,are,c,36.21,36.6,AA R,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,killed,killed,c,37.26,37.71,K IH L D,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,by,by,c,37.74,38.19,B AY,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,other,other,c,38.22,38.64,AH DH AH R,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,animals,animals,c,38.64,39.51,AE N AH M AH L Z,s,1
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,or,or,c,40.32,40.71,AO R,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,by,by,c,40.71,41.13,B AY,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,man,man,c,41.16,41.64,M AE N,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,few,few,c,41.79,42.21,F Y UW,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,die,die,c,42.27,42.78,D AY,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,of,of,c,42.81,43.14,AH V,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,old,old,c,43.41,43.86,OW L D,c,0
lk_4-a-3_kv_kv-dappar_22082024-000000-1_EN-OL-RC-331_1,4,age,age,c,43.89,44.4,EY JH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,many,many,c,1.02,1.68,M EH N IY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,years,years,c,1.68,2.28,Y IH R Z,s,1
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,ago,ago,c,5.46,6.18,AH G OW,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,i,i,c,6.78,7.05,AY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,used,used,c,7.05,7.56,Y UW Z D,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,to,to,c,7.56,7.74,T UW,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,live,live,c,7.74,8.16,L AY V,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,with,we,s,8.22,8.55,W IH DH,s,1
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,my,many,s,8.55,9.24,M AY,s,1
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,uncle,uncle,c,9.63,10.11,AH NG K AH L,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,in,in,c,10.11,10.41,IH N,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,a,a,c,10.41,10.65,AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,village,village,c,10.68,11.28,V IH L AH JH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,most,most,c,11.31,11.82,M OW S T,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,of,of,c,11.82,12.15,AH V,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,the,the,c,12.15,12.36,DH AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,people,people,c,12.36,12.93,P IY P AH L,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,in,in,c,12.96,13.26,IH N,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,the,the,c,13.26,13.47,DH AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,village,village,c,13.47,13.98,V IH L AH JH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,used,used,c,14.28,14.64,Y UW Z D,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,to,to,c,14.64,14.79,T UW,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,grow,grow,c,14.79,15.12,G R OW,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,rice,rice,c,15.12,15.54,R AY S,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,they,they,c,15.57,16.02,DH EY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,worked,worked,c,16.29,16.71,W AH R K T,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,hard,hard,c,16.71,17.16,HH AA R D,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,in,in,c,17.19,17.58,IH N,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,the,the,c,17.58,17.76,DH AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,fields,fields,c,17.76,18.36,F IY L D Z,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,every,every,c,18.75,19.26,EH V AH R IY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,day,day,c,19.26,19.59,D EY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,but,but,c,19.62,19.98,B AH T,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,my,my,c,19.98,20.37,M AY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,uncle,uncle,c,20.37,20.88,AH NG K AH L,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,made,made,c,20.88,21.3,M EY D,s,1
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,his,his,c,22.53,22.89,HH IH Z,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,money,money,c,22.89,23.43,M AH N IY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,by,by,c,23.7,23.97,B AY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,keeping,keeping,c,23.97,24.51,K IY P IH NG,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,goats,goats,c,24.51,24.96,G OW T S,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,as,as,c,25.05,25.44,AE Z,s,1
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,he,he,c,25.44,25.71,HH IY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,could,could,c,26.37,26.82,K UH D,s,1
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,not,not,c,27.93,28.38,N AA T,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,keep,keep,c,28.38,28.77,K IY P,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,a,a,c,28.83,29.22,AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,watch,watch,c,29.49,29.97,W AA CH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,on,on,c,30.0,30.33,AA N,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,the,the,c,30.33,30.63,DH AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,animals,animals,c,30.93,31.59,AE N AH M AH L Z,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,all,all,c,31.59,31.95,AO L,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,the,the,c,31.95,32.07,DH AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,time,time,c,32.07,32.49,T AY M,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,my,my,c,32.49,32.85,M AY,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,uncle,uncle,c,32.85,33.36,AH NG K AH L,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,bought,bought,c,33.36,33.81,B AA T,s,1
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,a,a,c,33.84,34.14,AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,dog,dog,c,34.56,35.01,D AO G,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,to,to,c,35.01,35.25,T UW,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,help,help,c,35.25,35.61,HH EH L P,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,us,us,c,35.67,36.09,AH S,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,look,look,c,36.36,36.72,L UH K,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,after,after,c,36.72,37.2,AE F T AH R,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,them,them,c,37.2,37.59,DH EH M,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,the,the,c,37.59,37.74,DH AH,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,dog,dog,c,37.74,38.13,D AO G,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,was,was,c,38.13,38.43,W AA Z,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,named,named,c,38.43,38.91,N EY M D,c,0
ab_5-a-1_kv_kv-hasimara_06082025-000000-1_EN-OL-RC-500_1,5,lucky,lucky,c,38.91,39.36,L AH K IY,c,0
