utterance_id,canonical_word,GT_decoded_word,GT_label,start_time,end_time,canonical_phone_seq,GT_wav2vec_phone_seq_clean,MT_decoded_costed_neglog
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,मेरे,मेरे,c,43.68,44.25,m ee r ee,m ee r ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,पैरों,पैरों,c,44.25,44.88,p ee r oo q,p ee r oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,में,में,c,44.88,45.21,m ee q,m ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,चुभ,चुभ,c,45.45,45.72,c uu bh,c uu bh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,गए,गए,c,45.72,46.17,g ee,g ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,और,और,c,46.17,46.59,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,इसके,इसके,c,47.01,47.7,ii s aa k ee,ii s aa k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,लिए,लिए,c,47.7,48.27,l ii ee,l ii ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,कुछ,कुछ,c,48.45,48.87,k uu ch,k uu ch,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,इंतजाम,इंतजाम,c,48.93,49.83,ii q t aa j AA m,ii q t aa j AA m,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,करना,करना,c,49.83,50.31,k aa r aa n AA,k aa r aa n AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,चाहिए,चाहिए,c,50.31,51.06,c AA hh ii ee,c AA hh ii ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,कुछ,कुछ,c,0.99,1.29,k uu ch,k uu ch,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,देर,देर,c,1.29,1.59,d ee r,d ee r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,विचार,विचार,c,1.59,2.13,w ii c AA r,w ii c AA r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,करने,करने,c,2.13,2.58,k aa r aa n ee,k aa r aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,के,के,c,2.58,2.88,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,बाद,बाद,c,2.88,3.27,b AA d,b AA d,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,उसने,उसने,c,3.3,3.9,uu s aa n ee,uu s aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,अपने,अपने,c,4.23,4.86,aa p aa n ee,aa p aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,सैनिकों,सैनिक_में,s,5.64,6.75,s ee n ii k oo q,s ee n ii k m ee q,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,व,<eps>,d,,,w,,4.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,मंत्रियों,मंत्रियों,c,7.11,8.01,m aa q t r ii y oo q,m aa q t r ii y oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,को,को,c,8.46,8.82,k oo,k oo,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,आदेश,आदेश,c,8.85,9.57,AA d ee sh,AA d ee sh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,दिया,दिया,c,10.08,10.62,d ii y AA,d ii y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,कि,कि,c,10.65,10.95,k ii,k ii,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,देश,देस,s,10.95,11.46,d ee sh,d ee sh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,की,की,c,11.46,11.91,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,संपूर्न,संपूर्न,c,13.26,14.07,<UNK>,s aa q p UU r N,7.74172893616739
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,सडकें,सडकें,c,14.52,15.84,s aa D aa k ee q,s aa D aa k ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,चमडे,चमडे,c,17.25,17.88,c aa m aa D ee,c aa m aa D ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,से,से,c,18.18,18.54,s ee,s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,ढक,ढक,c,19.62,20.22,Dh aa k,Dh aa k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,दी,दी,c,20.7,21.09,d II,d II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,जाएं,जाएं,c,21.09,21.51,j AA ee q,j AA ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,राजा,राजा,c,21.51,22.02,r AA j AA,r AA j AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,का,के,s,22.02,22.35,k AA,k ee,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,ऐसा,ऐसा,c,22.35,22.98,ee s AA,ee s AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,आदेश,आदेश,c,24.48,25.17,AA d ee sh,AA d ee sh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,सुनकर,शुनकर,s,25.17,25.83,s uu n aa k aa r,s uu n aa k aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,सब,सब,c,26.22,26.58,s aa b,s aa b,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,सकते,सकते,c,26.58,27.3,s aa k aa t ee,s aa k aa t ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,में,में,c,27.75,28.17,m ee q,m ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,आ,आ,c,28.89,29.25,AA,AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,गए,गए,c,29.28,29.7,g ee,g ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,लेकिन,लेकिन,c,29.94,30.54,l ee k ii n,l ee k ii n,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,किसी,किसी,c,30.54,31.02,k ii s II,k ii s II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,ने,ने,c,31.02,31.32,n ee,n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,भी,भी,c,31.32,31.59,bh II,bh II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,मना,मना,c,31.59,32.04,m aa n AA,m aa n AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,करने,करने,c,32.46,33.06,k aa r aa n ee,k aa r aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,की,की,c,33.36,33.87,k II,k,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,हिम्मत,हिम्मत,c,34.17,34.71,hh ii m m aa t,hh ii m aa t,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,नही,नही,c,34.71,35.13,n aa hh II,n aa hh II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,दिखाई,दिखाई,c,35.13,35.64,d ii kh AA II,d ii kh AA II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,यह,यह,c,35.64,36.09,y aa hh,y aa hh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,तो,तो,c,36.42,36.78,t oo,t oo,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,निश्चित,निछत,s,38.19,39.09,n ii sh c ii t,n ii sh c ii t,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,ही,ही,c,39.51,39.84,hh II,hh II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,था,था,c,39.84,40.41,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,कि,कि,c,40.56,40.86,k ii,k ii,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,इस,इस,c,40.92,41.22,ii s,ii s,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,काम,काम,c,41.22,41.67,k AA m,k AA m,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,के,के,c,41.67,41.91,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,लिए,लिए,c,41.91,42.27,l ii ee,l ii ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,बहुत,बहुत,c,42.3,42.72,b aa hh uu t,b aa hh uu,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,सारे,सारे,c,43.17,43.86,s AA r ee,s AA r ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,रुपए,रुपए,c,44.04,44.55,r uu p ee,r uu p ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,की,की,c,44.55,44.85,k II,k ii,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,जरूरत,जरूरत,c,44.85,45.51,j aa r UU r aa t,j aa r UU r aa t,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,थी,थी,c,45.51,45.81,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,लेकिन,लेकिन,c,45.81,46.41,l ee k ii n,l ee k ii n,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,फिर,फिर,c,46.41,46.68,ph ii r,ph ii r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,भी,भी,c,46.68,46.98,bh II,bh II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,किसी,किसी,c,47.4,47.88,k ii s II,k ii s II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,ने,ने,c,47.88,48.3,n ee,n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,कुछ,कुछ,c,48.66,48.96,k uu ch,k uu ch,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,नही,नही,c,48.96,49.26,n aa hh II,n aa hh II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ay_3-c-6_kv_kv-afs-bareilly_04122023-000000-1_HI-KV-001_2.wav,कहा,कहा,c,49.26,49.68,k aa hh AA,k aa hh AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,सालों,सालों,c,0.39,1.77,s AA l oo q,s AA l oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,पहले,पहले,c,1.8,2.28,p aa hh aa l ee,p aa hh aa l ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,एक,एक,c,2.28,2.61,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,घंटाघर,घर,s,3.54,3.69,gh aa q T AA gh aa r,,6.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,में,में,c,4.32,4.62,m ee q,m ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,टीकू,टीकू,c,5.85,6.75,T II k UU,T II k UU,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,चिड़िया,चिड़िया,c,6.75,7.38,c ii D ii y AA,c ii D ii y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,अपने,अपने,c,7.38,7.95,aa p aa n ee,aa p aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,माता,माता,c,8.25,8.7,m AA t AA,m AA t AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,पिता,पिता,c,8.7,9.39,p ii t AA,p ii t AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,और,और,c,9.66,10.08,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,पांच,पांच,c,10.47,10.92,<UNK>,p AA q c,4.74464614119166
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,भाइयों,भाइयों,c,10.92,11.52,bh AA ii y oo q,bh AA ii y oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,के,के,c,12.03,12.33,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,साथ,साथ,c,12.33,12.87,s AA th,s AA th,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,रहती,रहती,c,13.17,13.71,r aa hh aa t II,r aa hh aa t II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,थी,थी,c,13.71,14.07,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,टीकू,टीकू,c,14.49,15.06,T II k UU,T II q k UU,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,चिड़िया,चिड़िया,c,15.06,15.63,c ii D ii y AA,c ii D ii y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,छोटी,छोटे,s,15.63,16.35,ch oo T II,ch oo T ee,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,सी,सी,c,16.56,17.16,s II,s II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,थी,थी,c,17.46,17.85,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,उसके,उसके,c,18.45,19.08,uu s aa k ee,uu s aa k ee,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,पंख,पंख,c,19.08,19.59,p aa q kh,p aa q kh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,मुलायम,मुलायम,c,19.59,20.4,m uu l AA y aa m,m uu l AA y aa m,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,थे,थे,c,20.55,20.91,th ee,th ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,उसकी,उसके,s,21.21,21.81,uu s aa k II,uu s aa k ee,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,मां,<eps>,d,,,<UNK>,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,ने,<eps>,d,,,n ee,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,उसे,<eps>,d,,,uu s ee,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,घंटाघर,<eps>,d,,,gh aa q T AA gh aa r,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,की,<eps>,d,,,k II,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,ताल,<eps>,d,,,t AA l,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,पर,<eps>,d,,,p aa r,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,चहकना,<eps>,d,,,c aa hh aa k aa n AA,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,सिखाया,<eps>,d,,,s ii kh AA y AA,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,था,<eps>,d,,,th AA,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,घंटाघर,<eps>,d,,,gh aa q T AA gh aa r,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,के,<eps>,d,,,k ee,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,पास,<eps>,d,,,p AA s,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,ही,<eps>,d,,,hh II,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,एक,<eps>,d,,,ee k,,
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,घर,घर,c,21.81,22.26,gh aa r,gh aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,था,था,c,22.89,23.31,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,जिसमें,जिसमें,c,23.31,24.48,j ii s aa m ee q,j ii s aa m ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,पक्षियों,पक्षियों,c,24.84,25.71,p aa k sh ii y oo q,p aa k sh ii y oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,से,से,c,25.71,26.07,s ee,s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,प्यार,प्यार,c,26.07,26.58,p y AA r,p y AA r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,करने,करने,c,26.91,27.45,k aa r aa n ee,k aa r aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,वाली,वाली,c,27.45,27.93,w AA l II,w AA l II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,एक,एक,c,27.93,28.2,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,महिला,महिला,c,28.2,28.86,m aa hh ii l AA,m aa hh ii l AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,रहती,रहती,c,29.55,30.12,r aa hh aa t II,r aa hh aa t II,0.0
