WavFileName,canonical_word,decoded_word,label,start_time,end_time,span_dur,speech_dur,ctm_entry,canonical_phone_seq
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,they,they,c,43.59,43.89,0.3,0.3,if,DH EY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,are,are,c,43.95,44.49,0.54,0.54,they,AA R
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,looked,looked,c,44.73,45.09,0.36,0.36,are,L UH K D
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,after,after,c,45.09,45.45,0.36,0.36,looked,AA F T AH R
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,well,well,c,45.51,46.2,0.69,0.69,after,W EH L
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,such,such,c,46.2,46.71,0.51,0.51,well,S AH CH
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,animals,animals,c,47.34,47.76,0.42,0.42,such,AE N IH M AH L S
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,should,should,c,47.79,48.48,0.69,0.69,animals,SH UH D
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,live,live,c,48.48,48.93,0.45,0.45,should,L IH V
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,forever,forever,c,48.93,49.44,0.51,0.51,live,F AO R EH V AH R
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,so,so,c,1.02,1.86,0.84,0.84,so,S OW
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,it,it,c,1.89,2.25,0.36,0.36,it,IH T
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,is,is,c,2.31,2.67,0.36,0.36,is,IH Z
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,not,not,c,2.67,3.21,0.54,0.54,not,N AO T
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,easy,easy,c,3.21,3.87,0.66,0.66,easy,IY Z IY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,to,to,c,3.87,4.26,0.39,0.39,to,T UW
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,find,find,c,4.26,4.83,0.57,0.57,find,F AY N D
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,out,out,c,4.86,5.25,0.39,0.39,out,AW T
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,how,how,c,5.25,5.64,0.39,0.39,how,HH AW
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,long,long,c,5.64,6.09,0.45,0.45,long,L AO NG
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,animals,animal,s,6.09,6.63,0.54,0.54,animal,AE N IH M AH L S
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,live,live,c,6.63,6.93,0.3,0.3,live,L IH V
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,scientists,scientists,c,6.93,7.62,0.69,0.69,scientists,S AY AH N T IH S T S
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,believe,believe,c,8.01,8.67,0.66,0.66,believe,B IH L IY V
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,that,that,c,8.67,9.21,0.54,0.54,that,DH AE T
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,animals,animal,s,9.21,9.9,0.69,0.69,animal,AE N IH M AH L S
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,in,in,c,9.9,10.32,0.42,0.42,in,IH N
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,the,the,c,10.32,10.59,0.27,0.27,the,DH AH
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,sea,sea,c,10.59,11.13,0.54,0.54,sea,S IY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,generally,generally,c,11.58,12.54,0.96,0.96,generally,JH EH N R AH L IY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,live,live,c,12.54,12.96,0.42,0.42,live,L IH V
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,for,for,c,12.96,13.53,0.57,0.57,for,F AO R
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,a,a,c,13.53,13.71,0.18,0.18,a,AH
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,longer,long,s,13.71,14.31,0.6,0.6,long,L AO NG G AH R
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,time,time,c,14.31,14.82,0.51,0.51,time,T AY M
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,than,that,s,14.85,15.33,0.48,0.48,that,TH AE N
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,those,those,c,15.63,16.26,0.63,0.63,those,DH OW Z
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,on,on,c,16.32,16.83,0.51,0.51,on,AO N
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,[INS:the],the,i,16.83,17.16,0.33,0.33,the,
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,land,land,c,17.19,17.82,0.63,0.63,land,L AE N D
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,the,the,c,17.82,18.27,0.45,0.45,the,DH AH
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,water,water,c,18.3,18.96,0.66,0.66,water,W AO T AH R
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,carries,ट्रग,s,19.44,19.92,0.48,0.48,ट्रग,K AE R IY Z
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,[INS:ट्रक्स],ट्रक्स,i,19.92,20.73,0.81,0.81,ट्रक्स,
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,their,their,c,20.76,21.48,0.72,0.72,their,DH EY AH R
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,weight,weight,c,22.5,23.04,0.54,0.54,weight,W EY T
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,and,and,c,23.07,23.49,0.42,0.42,and,AE N D
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,so,so,c,23.49,24.0,0.51,0.51,so,S OW
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,they,they,c,24.0,24.51,0.51,0.51,they,DH EY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,are,are,c,24.54,24.93,0.39,0.39,are,AA R
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,not,not,c,24.93,25.5,0.57,0.57,not,N AO T
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,tired,tried,s,25.77,26.4,0.63,0.63,tried,T AY R D
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,out,out,c,26.97,27.42,0.45,0.45,out,AW T
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,as,has,s,27.42,27.84,0.42,0.42,has,AE Z
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,quickly,quickly,c,27.84,28.47,0.63,0.63,quickly,K W IH K L IY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,as,as,c,28.47,28.98,0.51,0.51,as,AE Z
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,land,land,c,28.98,29.58,0.6,0.6,land,L AE N D
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,animals,animal,s,29.91,30.54,0.63,0.63,animal,AE N IH M AH L S
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,many,many,c,30.54,31.11,0.57,0.57,many,M EH N IY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,animals,animal,s,31.11,31.65,0.54,0.54,animal,AE N IH M AH L S
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,such,such,c,31.65,32.25,0.6,0.6,such,S AH CH
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,as,has,s,32.4,32.97,0.57,0.57,has,AE Z
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,snakes,snake,d,,,,,,S N EY K S
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,and,and,c,32.97,33.69,0.72,0.72,snake,AE N D
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,lizards,lizard,s,33.72,34.2,0.48,0.48,and,L IH Z AH R D Z
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,keep,keep,c,34.53,35.19,0.66,0.66,lizard,K IY P
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,growing,growing,c,35.19,35.64,0.45,0.45,keep,G R OW IH NG
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,[INS:you],you,i,35.64,36.3,0.66,0.66,growing,
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,until,अनतली,s,36.66,36.99,0.33,0.33,you,AH N T IH L
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,they,they,c,37.14,37.95,0.81,0.81,अनतली,DH EY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,die,die,c,37.98,38.46,0.48,0.48,they,D AY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,so,so,c,38.46,39.03,0.57,0.57,die,S OW
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,if,if,c,39.03,39.66,0.63,0.63,so,IH F
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,they,they,c,39.69,40.14,0.45,0.45,if,DH EY
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,are,are,c,40.14,40.65,0.51,0.51,they,AA R
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,looked,looked,c,40.95,41.31,0.36,0.36,are,L UH K D
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,after,after,c,41.31,41.88,0.57,0.57,looked,AA F T AH R
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,well,will,s,41.91,42.66,0.75,0.75,after,W EH L
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,such,such,c,42.66,43.05,0.39,0.39,will,S AH CH
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,animals,animal,s,43.05,43.53,0.48,0.48,such,AE N IH M AH L S
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,should,should,c,43.53,44.1,0.57,0.57,animal,SH UH D
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,live,live,c,44.1,44.52,0.42,0.42,should,L IH V
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,[INS:for a],for a,i,44.52,45.81,1.29,1.02,live+for,
lb_4-b-39_kv_kv-dewas_22082024-000000-1_EN-OL-RC-331_2,forever,for_year,s,46.74,46.95,0.21,0.21,a,F AO R EH V AH R
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,many,many,c,1.02,1.32,0.3,0.3,many,M EH N IY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,years,years,c,1.32,1.59,0.27,0.27,years,Y AH R S
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,ago,ago,c,1.59,1.89,0.3,0.3,ago,AH G OW
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,[INS:i used to live],i used to live,i,2.1,2.94,0.84,0.84,i+used+to+live,
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,i,i,c,3.0,3.12,0.12,0.12,i,AY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,used,used,c,3.12,3.36,0.24,0.24,used,Y UW Z D
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,to,to,c,3.36,3.45,0.09,0.09,to,T UW
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,live,live,c,3.45,3.66,0.21,0.21,live,L IH V
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,with,with,c,3.66,3.84,0.18,0.18,with,W IH DH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,my,my,c,3.84,4.05,0.21,0.21,my,M AY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,uncle,uncle,c,4.05,4.41,0.36,0.36,uncle,AH NG K AH L
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,in,in,c,4.41,4.53,0.12,0.12,in,IH N
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,a,a,c,4.53,4.62,0.09,0.09,a,AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,village,village,c,4.62,5.01,0.39,0.39,village,V IH L EY JH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,most,most,c,5.19,5.49,0.3,0.3,most,M OW S T
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,of,of,c,5.49,5.64,0.15,0.15,of,AO F
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,the,the,c,5.64,5.76,0.12,0.12,the,DH AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,people,peoples,s,5.76,6.12,0.36,0.36,peoples,P IY P AH L
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,in,in,c,6.12,6.27,0.15,0.15,in,IH N
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,the,the,c,6.27,6.39,0.12,0.12,the,DH AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,village,village,c,6.39,6.81,0.42,0.42,village,V IH L EY JH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,used,used,c,6.81,7.11,0.3,0.3,used,Y UW Z D
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,to,to,c,7.11,7.23,0.12,0.12,to,T UW
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,grow,grow,c,7.23,7.47,0.24,0.24,grow,G R OW
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,rice,rice,c,7.47,7.77,0.3,0.3,rice,R AY S
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,they,they,c,8.01,8.28,0.27,0.27,they,DH EY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,worked,worked,c,8.28,8.55,0.27,0.27,worked,W AH R K D
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,hard,hard,c,8.55,8.88,0.33,0.33,hard,HH AA R D
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,in,in,c,9.03,9.24,0.21,0.21,in,IH N
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,the,the,c,9.24,9.3,0.06,0.06,the,DH AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,fields,field,s,9.33,9.6,0.27,0.27,field,F IY L D S
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,every,every,c,9.6,9.9,0.3,0.3,every,EH V R IY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,day,day,c,9.9,10.14,0.24,0.24,day,D EY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,but,but,c,10.29,10.59,0.3,0.3,but,B AH T
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,my,<eps>,d,,,,,,M AY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,uncle,uncle,c,10.77,11.1,0.33,0.33,uncle,AH NG K AH L
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,made,made,c,11.1,11.43,0.33,0.33,made,M EY D
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,his,his,c,11.43,11.76,0.33,0.33,his,HH IH Z
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,money,money,c,11.76,12.18,0.42,0.42,money,M AH N IY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,[INS:keeping],keeping,i,12.3,12.72,0.42,0.42,keeping,
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,by,by,c,12.72,13.02,0.3,0.3,by,B AA EY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,keeping,<eps>,d,,,,,,K IY P IH NG
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,goats,goats,c,13.35,13.83,0.48,0.48,goats,G OW T S
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,[INS:as],as,i,14.1,14.52,0.42,0.42,as,
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,as,as,c,14.67,14.94,0.27,0.27,as,AE Z
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,he,he,c,14.94,15.03,0.09,0.09,he,HH IY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,could,could,c,15.03,15.48,0.45,0.45,could,K UH D
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,not,not,c,15.51,15.9,0.39,0.39,not,N AO T
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,keep,keep,c,15.9,16.23,0.33,0.33,keep,K IY P
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,a,a,c,16.29,16.59,0.3,0.3,a,AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,watch,watch,c,16.59,17.07,0.48,0.48,watch,W AO CH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,on,on,c,17.1,17.43,0.33,0.33,on,AO N
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,the,the,c,17.43,17.76,0.33,0.33,the,DH AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,animals,animal,s,17.82,18.21,0.39,0.39,animal,AE N IH M AH L S
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,[INS:all],all,i,18.24,18.66,0.42,0.42,all,
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,all,all,c,18.84,19.11,0.27,0.27,all,AO L
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,the,the,c,19.11,19.2,0.09,0.09,the,DH AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,time,time,c,19.2,19.53,0.33,0.33,time,T AY M
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,my,my,c,19.56,19.83,0.27,0.27,my,M AY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,uncle,uncle,c,19.83,20.22,0.39,0.39,uncle,AH NG K AH L
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,bought,bought,c,20.49,20.88,0.39,0.39,bought,B AO T
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,a,a,c,20.91,21.18,0.27,0.27,a,AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,dog,dog,c,21.27,21.84,0.57,0.57,dog,D AO G
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,[INS:to],to,i,22.05,22.5,0.45,0.45,to,
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,to,to,c,22.68,22.86,0.18,0.18,to,T UW
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,help,help,c,22.86,23.19,0.33,0.33,help,HH EH L P
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,us,us,c,23.28,23.7,0.42,0.42,us,AH S
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,look,look,c,23.73,24.18,0.45,0.45,look,L UH K
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,after,after,c,24.18,24.45,0.27,0.27,after,AA F T AH R
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,them,them,c,24.48,24.78,0.3,0.3,them,DH EH M
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,the,the,c,24.96,25.11,0.15,0.15,the,DH AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,dog,dog,c,25.11,25.38,0.27,0.27,dog,D AO G
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,was,was,c,25.38,25.62,0.24,0.24,was,W AO Z
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,named,named,c,25.62,25.92,0.3,0.3,named,N EY M D
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,lucky,lucky,c,25.92,26.19,0.27,0.27,lucky,L AH K IY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,he,he,c,26.19,26.4,0.21,0.21,he,HH IY
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,was,was,c,26.4,26.67,0.27,0.27,was,W AO Z
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,a,a,c,26.67,26.73,0.06,0.06,a,AH
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,good,good,c,26.73,26.97,0.24,0.24,good,G UH D
ac_5-a-8_kv_kv-doda-jodhpur_06082025-000000-1_EN-OL-RC-500_1,watchdog,watch_टिव_dog,s,26.97,28.05,1.08,1.02,watch+टिव+dog,W AO CH D AO G
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,parrots,parrots,c,0.99,1.77,0.78,0.78,parrots,P AE R AH T S
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,talk,talk,c,1.77,2.22,0.45,0.45,talk,T AO K
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,because,because,c,2.25,2.76,0.51,0.51,because,B IH K AO Z
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,their,their,c,2.76,3.0,0.24,0.24,their,DH EY AH R
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,voices,voice,s,3.0,3.48,0.48,0.48,voice,V OY S EH Z
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,and,and,c,3.48,3.75,0.27,0.27,and,AE N D
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,hearing,hearing,c,3.75,4.23,0.48,0.48,hearing,HH IH AH R IH NG
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,work,work,c,4.23,4.62,0.39,0.39,work,W AH R K
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,more,more,c,4.65,5.07,0.42,0.42,more,M OW R
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,slowly,slowly,c,5.07,5.55,0.48,0.48,slowly,S L OW L IY
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,than,than,c,5.55,5.91,0.36,0.36,than,TH AE N
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,those,those,c,5.91,6.27,0.36,0.36,those,DH OW Z
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,of,of,c,6.27,6.54,0.27,0.27,of,AO F
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,other,other,c,6.54,6.9,0.36,0.36,other,AH DH AH R
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,birds,birds,c,6.9,7.29,0.39,0.39,birds,B AH R D S
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,and,and,c,7.92,8.19,0.27,0.27,and,AE N D
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,perhaps,perhaps,c,8.19,8.7,0.51,0.51,perhaps,P AH R HH AE P S
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,also,also,c,9.24,9.78,0.54,0.54,also,AO L S OW
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,the,the,c,9.78,10.17,0.39,0.39,the,DH AH
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,sounds,sounds,c,10.32,10.77,0.45,0.45,sounds,S AW N D S
ar_5-a-6_kv_kv-afs-naliya_06082025-000000-1_EN-OL-RC-423_1,made,made,c,10.77,11.13,0.36,0.36,made,M EY D
